Unit ID,Call Type,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location
774,T01,Structure Fire,04/15/2000,04/15/2000 06:09:54 PM,04/15/2000 06:17:40 PM,04/15/2000 06:18:42 PM,04/15/2000 06:20:01 PM,04/15/2000 06:20:11 PM,,SF,94105.0,B03,1.0,2177.0,3,3,3,True,1,TRUCK,1.0,3,6,Financial District/South Beach,"(37.7850302848881, -122.400468484412)"
787,E06,Structure Fire,04/15/2000,04/15/2000 07:19:54 PM,04/15/2000 07:27:26 PM,04/15/2000 07:27:54 PM,04/15/2000 07:29:06 PM,04/15/2000 07:33:00 PM,,SF,94117.0,B05,21.0,4355.0,3,3,3,False,1,ENGINE,1.0,5,5,Haight Ashbury,"(37.7713581128796, -122.443836148672)"
796,T17,Structure Fire,04/15/2000,04/15/2000 07:49:54 PM,04/15/2000 07:58:16 PM,04/15/2000 07:59:20 PM,04/15/2000 08:00:44 PM,04/15/2000 08:02:26 PM,,SF,94124.0,B10,17.0,668.0,3,3,3,False,1,TRUCK,2.0,10,10,Bayview Hunters Point,"(37.7320922809256, -122.382788331866)"
811,E03,Structure Fire,04/15/2000,04/15/2000 08:39:54 PM,04/15/2000 08:44:29 PM,04/15/2000 08:44:43 PM,04/15/2000 08:45:45 PM,04/15/2000 08:48:59 PM,,SF,94109.0,B04,3.0,1642.0,3,3,3,False,1,ENGINE,1.0,4,6,Tenderloin,"(37.7853958548955, -122.418017194291)"
837,E17,Structure Fire,04/15/2000,04/15/2000 10:49:54 PM,04/15/2000 10:54:28 PM,04/15/2000 10:55:16 PM,04/15/2000 10:56:14 PM,04/15/2000 10:57:34 PM,,SF,94124.0,B10,17.0,6641.0,3,3,3,False,1,ENGINE,1.0,10,10,Bayview Hunters Point,"(37.7309011761712, -122.380149049067)"
844,E13,Structure Fire,04/15/2000,04/15/2000 11:09:54 PM,04/15/2000 11:19:17 PM,04/15/2000 11:19:26 PM,04/15/2000 11:20:51 PM,04/15/2000 11:23:22 PM,,SF,94108.0,B01,13.0,1315.0,3,3,3,False,1,ENGINE,1.0,1,3,Financial District/South Beach,"(37.7905652365323, -122.405573746363)"
888,E07,Structure Fire,04/15/2000,04/16/2000 02:40:59 AM,04/16/2000 02:41:19 AM,04/16/2000 02:41:58 AM,,04/16/2000 02:45:20 AM,,SF,94103.0,B02,6.0,5235.0,3,3,3,False,1,ENGINE,1.0,2,8,Mission,"(37.7647834522541, -122.424102685064)"
906,E02,Structure Fire,04/15/2000,04/16/2000 05:18:01 AM,04/16/2000 05:18:03 AM,04/16/2000 05:18:13 AM,04/16/2000 05:22:02 AM,,,SF,94133.0,B01,28.0,1351.0,3,3,3,False,1,ENGINE,1.0,1,3,Chinatown,"(37.8019306357162, -122.412541279347)"
907,B03,Structure Fire,04/15/2000,04/16/2000 05:19:05 AM,04/16/2000 05:19:41 AM,04/16/2000 05:20:08 AM,04/16/2000 05:21:10 AM,,,SF,94103.0,B03,1.0,2211.0,3,3,3,False,1,CHIEF,10.0,3,6,Financial District/South Beach,"(37.7866782082786, -122.40257522865)"
908,D1,Structure Fire,04/15/2000,04/16/2000 05:19:05 AM,04/16/2000 05:19:41 AM,04/16/2000 05:20:08 AM,,04/16/2000 05:25:30 AM,,SF,94103.0,B03,1.0,2211.0,3,3,3,True,1,CHIEF,7.0,3,6,Financial District/South Beach,"(37.7866782082786, -122.40257522865)"
